"i feel the same way though sorry it had to be me to break you the good news but there is a workaround, just dont use port 80 or port 22, you can do that in your router",-1
"most isp block port 80",-1
"yup yup",-1
"but the rest of the networking works ok?",-1
"ok i have replicated the error, if im using lan and not wifi after suspend  im not able to browse my samaba shares until i reboot the error msg was dbus did not receive a reply..",-1
"i think i found a bug in ubuntu i installed 10.4 on my netbook and it works but after i close the lid and it enters sleep mode, once its re-awaken i cannot brows samba servers in nautilus.. using smb://<ip> just times out",-1
"one for a bug report then",-1
"curious! does it give you errors",-1
"yes at first boot it works",-1
"no logs are generated in /var/log/samba",-1
"that is correct",-1
"but it works on lan after a 1st boot? ok, i'm not a samba expert but i'd check /var/log/samba for any of the logs in there for any smoking gun, but i'd submit a bug",-1
"im just trying to do it again, its working from a fresh boot.. but im mounting and suspending.. then checking to see how nautilus handles it.. i belive if it times out long enough i get a dbus msg",-1
"i do have, i'll do that. what should be there?",-1
"specify that you want to use utf-8 in your mounting options",-1
"if you have total control of the server, you may want to check your fstab file",-1
"encoding affects individual files, not a whole server",-1
"posix = portable operating system interface x (x to make it sound like unix)",-1
"erm so? how do i set my server to use utf-8 encoding? :p",-1
"hey, could anyone help with changing my ubuntu server locale to utf-8? right now it shows posix for some reason? :p",-1
"but seems that my server is using something else than utf-8 as default encoding? :p",-1
"configure your text editor to save your coded pages in utf-8, if you have joomla or similar try in their options",-1
"read http://linux.die.net/man/8/mount add the utf option to your mount options in your fstab file, but i just re-read your original question, it might not be this but you lose nothing in trying",-1
"difference is, you want something (""need"" you claim) which no-one here sees an actual reason for, so... with an abundance on fine *native linux* torrent clients, we don't see what's the fuss all about",-1
"read above",-1
"how far above?",-1
"interesting. i don't accept your word as gospel, so im different? your initial reaction is making fun of the noob, that is surely not different",-1
"so far, we're even on that score ...",-1
"please cast your knowledgeable eyes  at this and if u can tell me if there's something seriously wrong with it. http://pastebin.ubuntu.com/415468/   it does work, but im worried it might make something else unstable or break it",-1
"""getting help for dummies"": you need us, we don't need you",-1
"that's great, just cos you have power you are abusing that?",-1
"you *need* utorrent?  why?",-1
"that doesn't answer my question",-1
"well, i have ubuntu and the sound is not working on the internet",-1
"in youtube for exempla",-1
"does any one knows what can i do to solve that?",-1
:s,-1
hello,-1
"loooool very funny xd",-1
"first girl i saw using linux",-1
"how do i do that blueskaj?",-1
"can somebody help with a problem?",-1
*example,-1
"what is the ubuntu offtopic channel name?",-1
"thank you",-1
"i believe it does",-1
#ubuntu-offtopic,-1
"how do 0i use gtypist?",-1
"thanks.. can it measure words per minute?",-1
"what is the off topic channel name?",-1
"open a terminal and type gtypist",-1
"it is a terminal client",-1
"when i start to install 10.10 it always say preparing to install and it will never move forward",-1
"mikechele: disply settings",-1
": i am not able to install 10.10 ubuntu to plz guide me",-1
"what resolutions?",-1
"yes, what display resolutions",-1
disply,-1
"i have intel p 4 2.8 ghz lg 17'' monitor so will  it support resolustion if i intsall 10.10",-1
"erm.. what exactly is stopping you?",-1
"how long have you waited? i've seen the installer take 30 minutes to start up on an i7 with 8 gigs ram..",-1
"you aren't making any sense. what is your target display resolution?",-1
http://wiki.ubuntuusers.de/recovery_modus,-1
"at first the sceen keeps black for a long time",-1
"what happens after that black-screen phase during boot?",-1
heyho!,-1
"try to answer in 1 block if possible",-1
"and are you sure there is enough space free on the system-disk ubuntu is using?",-1
"before these problems my ubuntu said it had not enough disk space but there is more than enough",-1
"can you boot into recovery mode?",-1
"i'm running ubuntu im vmware player andd it suddenly doesn't want to start anymore",-1
"any error-output?",-1
"i didnt say wmv file",-1
"now changing from an avi to dvd file iso will that do it ?",-1
"yep thought so",-1
"oh so when i download i need to download an iso",-1
"they burned but had bad spots",-1
dvd,-1
"i use gstreamer and add gstreamer-ugly plugins",-1
"i think i got bad dvds",-1
"no i mean when i downloaded it it was an avi file than i used dvd to createdvd iso than burned it",-1
ok,-1
"im scared",-1
"just guessing... :-)",-1
lol,-1
"if your drive changes names try mounting it via its uuid",-1
"if that was true, why wouldnt it do it on my other ddrive?",-1
"the drive was named sdg1 for 2 months",-1
"on the command you gave me. no output...",-1
"see, that red light goes crazy when i try to move files around on that drive",-1
"perhaps this red light indicates harddrive-activity... ;->",-1
"how do i do that?",-1
"i'm using 11.04 and hoped such things would go via gui",-1
"hi folks! is there an easy way to make my laptop work as a radioclock/alarm while in hotels?",-1
"actionparsnip,bazhang: to be more specific; i want to enter a time when i go to bed; turn the laptop off and it then wakes up at the specified time and starts playing a playlist/web-channel/mp3/divx/...",-1
"you want to tell the bios to boot, then create a cronjob to fire up your music.",-1
"no, just like macos, you only need to visulaize in your mind what you want, and never have to touch the keyboard. (""manually?"" is there any other way?)",-1
"manually != done by package :-)",-1
"the laptop is connected to ac all night to load the battery; so energy is not the problem; but adjusting the acpi-timer and then start some script/prog to ""wake me up"" :-)",-1
"and this still has to be done manually these days?",-1
"plug the phone into the speakers",-1
"if the laptop is fully off, how is the software that supposed to wake it up supposed to get any cpu time to do its job?",-1
"no lines on the new panel",-1
"i usually can",-1
nothing,-1
"umm, well i switched from elementary to ambiance and that is when the dots and lines appeared",-1
"nothing, i cant move cardapio(my menu applet)",-1
"create another panel by right-clicking on the top panel and see if lines appear - if not - kill the top panel and re-add all of your applets to the new one",-1
thanks,-1
"create all of you applets on the new one and delete the old one",-1
"will do good sir",-1
"what 's wrong with my top panel? there are white lines and dots. any help is appreciated? http://imgur.com/9qd0u",-1
"ubuntu 8, ubuntu 9¿¿ do you even know what are you using¿¿",-1
"why don't you use karmic koala¿¿",-1
"what's your problem¿¿",-1
"no dice",-1
"have you installed restricted extras¿¿",-1
"if you don't wanna help, don't help",-1
"i  just would like help to play avis in ubuntu 8. but it says ""the playback of this movie requires a xvid mpeg-4 decoder plugin which is not installed"", when i try to play avi",-1
"if you just wanna take the piss, shut up",-1
"i have already asked you if you have restricted extras installed; but with that attitude you can get help from here",-1
"okay, i got a puzzle: i installed ubuntu 904 but it gave me no sound. then i ran, not install ubuntu 8, and i can play mp3s just fine, but now it says ""the playback of this movie requires a xvid mpeg-4 decoder plugin which is not installed"", when i try to play avi",-1
"that is completely normal cyy",-1
"the parent process is always root, the thread's inherited from the uid / gid of the user / group defined in apache, or www-data: www-data",-1
"fuser -v 80/tcp",-1
"no i don't need apache installed",-1
"with sudo before forgiveness",-1
"i have no idea why its running, none of the users want it, and i want to use port 80 for something else",-1
yeah,-1
"ok followup question: why are 'root' and 'www-user' running apache and how do i stop that from happening",-1
"are reading me?",-1
"is it running by default with ubuntu or did someone manage to install it accidentally?",-1
"one fo those, ^-^",-1
"idlecool; what is it doing?",-1
bpower,-1
"xrandr -configure",-1
"i added a resolution to my monitor (it wasn't giving me high enough resolutions) and positioned it.",-1
"ask your isp, what your dns settings are suppose to be.",-1
"neither worked....",-1
"take a look @ this link. http://www.thinkwiki.org/wiki/xorg_randr_1.2",-1
"or -config or --config",-1
--configure,-1
"you need to reboot and fix grub manually. not sure if thats your problem.. you should google your problems .. its impossible to know the solution.. sorry.. not that good.",-1
"not sure if what im saying is correct but you must reconfigure grub.",-1
yes:),-1
"are you running these commands on a live cd?",-1
"point it to the right direction",-1
"you need to run them on the broken grub install...",-1
"i'm trying to sudo update-grub after having modified the file a bit, but i get this message ""/usr/sbin/grub-probe: error: cannot find a device for / (is /dev mounted?)"" running from a livecd btw",-1
"if no one is entirely sure i'll just configure it back:)",-1
"but am i am in the right directory",-1
meaning?,-1
"/etc/hostname  .. as the factoid states",-1
"actionparsnip: thanks, but how do i just find out what it is?",-1
"sudo service gdm stop",-1
"or type hostname in a terminal and press enter",-1
"in synaptic search linux-image and uninstall all the kernels you don't want",-1
"thanks i'll try that and be back soon",-1
"thanks, got it this time. be back soon",-1
"sudo service gdm stop   ..if you're using gnome",-1
"what was it again? my clipboard didn't copy it for some reason",-1
"!hostname | bpower",-1
"let me send you the error",-1
"ok let me check it out.",-1
"unc --> uncorrectable error - often due to bad sectors on the disk",-1
"would you like me to send you what i could get iceroot?",-1
"that looks like the error yes.",-1
"ata1.00: status: {drdy error} error: {unc} exceptior emas 0x0 sact end request i/o error... iceroot, that's basically the error it just keeps repeating over and over again for maybe 10 mintes before the system will reboot",-1
"i see... no way to fix it?>",-1
https://ata.wiki.kernel.org/index.php/libata_error_messages,-1
"well seing more lines of the dmesg would help... maybe you can see what smart says ( system>admin>disk utility )",-1
"jul  1 00:25:26 ubun2 anacron[1498]: normal exit (1 job run)",-1
"sorry i lost the last command you sent",-1
"or -o $i.convert rather",-1
"so "" mencoder -i *.folder  ???",-1
"for i in file ; do mencoder --options -o $file.convert ; done",-1
"no, a for loop. if you just encode everything in the folder, you'll get one bit -o output.file. for i in files ; do mencoder --stuff ; done. it is a bit more complex than that, but that is the jist",-1
"-alang de",-1
"ok i will try mencoder now.",-1
"for i in *.file ; do mencoder -options ; done",-1
"if i wanted to do this as a batch how would i do it using mencoder? i found a program called avidemux which can easily remove or change the default audio track, however it will take me 20 years to do the 300 or so files i need to edit.  is there a way i can batch edit an entire folder??",-1
"you can tell mencoder which audio track to use pretty simple",-1
"anyone experiencing _terrible_ framerates with compiz enabled?",-1
"yes, i did too and it was choppy. not anymore, since i updated to the latest one",-1
"i don't know, i had 173 and switched to the recommended one",-1
"well theres the 173 and the newer one",-1
"which is quite odd",-1
"was formerly on the alpha lucid lynx build - but now with the final release i'm like 20-30fps on compiz",-1
"and im already on the newer one",-1
"open hardware drivers in administration and look if there's a newer graphic driver, helped me",-1
"or should i try to get latest via aptitude?",-1
"i'm using the same driver than i used before reinstall",-1
"took me 15 mins",-1
yes,-1
"try notepad ++ if you like notepad that bad or use other programs like ope office ones",-1
"linux has sound problems",-1
soundmax?,-1
"wait ill try",-1
"is there anyway i can just disable my laptop internal sound speakers",-1
"try using another program",-1
"maybe youre in the wriong language",-1
"it wont work because the notepad doesnt have those letters i think",-1
"sounds like as i thought, something is wonky with the device itself.. either the connection is bad or its dirty..etc.. i frequently had problems with my trackpoint doing the moving to the side thing until i cleaned it real good and put a new rubber tip on it. never had the clicking issue though",-1
"often the ram sits right below the tracknav and that heat could've done damage as well.. depends on how old it is and how well taken care of",-1
"/dev/input/mouse0 is silent but /dev/input/mouse1 gives 2800 ff28 00ff in hex over and over",-1
"my thoughts on the subject would be both checking the device itself i.e. catting the device and see if its producing output when you're not touching it, and also checking what kind of weird input devices are configured via your xorg.conf or xorg.log",-1
"but as you mentioned this is a thinkpad and i know them well, it has a tracknav (two pointing devices) i know as they get old and dirty they tend to have these kinds of issues",-1
"the laptop is fairly new and clicking doesn't work on touchpad or tracknav buttons",-1
"thanks for the help. i hope i can figure out the clicking issues",-1
"i'd move on to physical troubleshooting.. i'm a certified tech but its not really rocket science even if you aren't. thinkpads have clearly marked screw holes on the bottom for which ones take off the keyboard to get in there and check the connections and for the most part those keyboards can be washed in the sink.. heh just gotta dry well before reconnecting",-1
"also the mouse tends to drift a bit but i dont know if its a seperate problem",-1
"and its not just for a bit of time, once left clicking stops working it doesn't work again",-1
"sudo dd if=/dev/sr0 of=thedisk.iso  && sudo chowo $user:$user thedisk.iso",-1
"sorry typo",-1
"sudo dd if=/dev/sr0 of=thedisk.iso  && sudo chown $user:$user thedisk.iso",-1
"erusul: thank you sir...",-1
"also you can use brasero or any other burning program to create an iso",-1
"hello guys can anyone help me for crating iso image in ubuntu 9.04",-1
"i will try it",-1
"can anybody help me for creating iso image.",-1
"dr_willis: are you there",-1
"no problem",-1
lol,-1
"i was getting stuck on the accept deny pop up",-1
"lmao no kidding unless adobe goes jailbreak i don't think we're ever going to have a flash solution for the iphone",-1
"the internal web cam and mic were not working on youtube and other sites",-1
"yeah i know that now but no one ever told me that befor i search for a month for the answer",-1
"i dont like flash cause it dont work on iphone",-1
"now i have to replace iphone cause itunes dont agree wit linux",-1
"thnx for the bubble pop",-1
"i know others were to",-1
"i found  a solution to using internal webcam and mic online !!!!!!",-1
"just need the best one",-1
"running apache",-1
"replicates the utorrent interface for rtorrent backend",-1
"personally i would say rtorrent with rutorrent is the ""best"" seedbox",-1
"ubuntu server",-1
"btpd or rtorrent?",-1
"or lamp",-1
"no gui",-1
"srry for frontend you may want urtorrent",-1
"hey what the best webfrontend torrent server?",-1
"bastid, what was the iso i needed?",-1
"did u have a confusion about it, a queston or what?",-1
"4 real, ure best option is to get out a real monitor, install, then install the tv/monitor",-1
"i cant get the installer to support my tv",-1
"i need help with a simple install and knowone wants to help i get no love",-1
yeah,-1
"why wont this danm thing install",-1
"now something happend to my usb drive and it wont boot freakin boot error",-1
"because a monitor physically connected works via hardware and some software, using a tv as a monitor is all software (unless its a monitor/tv that attaches via monitor cable)",-1
"maybe,",-1
"no.  i just got here and read one line.",-1
"there's no question :/",-1
"copy them somewhere?  have you seen the backup page on the wiki for more complete backup solutions?",-1
"rofl, i want to backup only those settings, i ws wondering the best way",-1
"did u see the rest of my statements",-1
"that is my q",-1
"in general with a large channel like #ubuntu you shouldn't split things up on multiple lines unless you're addressing someone",-1
"no problem",-1
"i should explain this way, i want to backup only my background, panel, theme, gnome-do settings, and compiz.  im not worried about backing up my files because i do that manually on a 2nd hd as far as progs its a simple list",-1
"what is your question?",-1
"to see any files that start with ""."", you need to press ctrl + h in the file manager, or use the ""-a"" option with ls if you are in the terminal",-1
"good idea, thank you again",-1
"purging won't erase your user settings. that you will find in .config/gnome-do. if you kill gnome-do and then delete that folder, that will clear gnome-do's settings completely.",-1
"i bet its gonna be local/share ill start there",-1
"nautilus /home/user/desktop",-1
"deleting the directory is what i would do if i was having problems with do. unless you really don't want to kill your history and settings. also, i was wrong about the directory. here is a list of gnome-do directories i found in my home folder: http://paste.ubuntu.com/425627/",-1
"is this the reccomended course? or should i attempt to find the error in the settings?",-1
"thank you, i usually just goto view, view hidden files in nautilus ;)",-1
"if i was to use the terminal to open nautilus to a specific location say /home/user/desktop, what would i type exactly?",-1
"also, rename the directories or leave them in the trash instead of deleting them. you can try one directory at a time and see if it fixes whatever issues you are having.",-1
"the vlc plugin is mozilla-plugin-vlc",-1
"yes, there's a totem plugin for browsers. but there are also vlc and mplayer plugins for browsers. for mplayer: gecko-mediaplayer",-1
"vlc, mplayer, ...",-1
"do i install it with apt-get install gecko?",-1
"isnt totem the plugin for firefox to play movies- w mplayer?",-1
"sorry, it's gecko-mediaplayer.",-1
"is there a totem alternative?",-1
"it's gecko-media-player",-1
"totem doesn't use mplayer",-1
"you're welcome :)",-1
"if you may have 2 be more specific about what the issue is, if someone knows they will help",-1
"oh and if u can, connect it to a diff usb port",-1
"so help me out",-1
"did you try all the obvious trouble shooting fixes like turn off, turn on, reboot, disconnect, reconnect, check all connections etc?",-1
"there is prob wit my hp printer",-1
"u shouldnt need 2 install any drivers, it should work asoon as u connect it, (as far as i know anyway)",-1
"hi there",-1
"i m using ubuntu 9.04",-1
"how does it connect anyhow, usb or serial?",-1
"i could not find my driver for that",-1
ty,-1
"i think theres 8 ethernet and its just between 1 desktop connected w ethernet and a lappies thats wireless",-1
"deskie is upgraded from 9 to 10 and lappie has vista which i dont need/use and 10.10 freash install",-1
"i dont know much about any of it i got the surfboard one because the wireless ranger was wider",-1
"ahh ok i think i can fig it out from there....wasnt sure if ssh was a program or what",-1
"is it easy to use?",-1
"<littlezeasel> oh yeah and you build with ports... i miss my fbsd box.......",-1
"how do i set up ssh?",-1
"<littlezeasel> berkeley software distribution",-1
"<zelozelos> does it not have a built in switch?",-1
!ftp,-1
"pm me for help, i'm getting lost in all these messages here :d",-1
hi,-1
!gnome,-1
"does anyone know basic php, here ? like simple tasks as connecting to a database or so ?",-1
:(,-1
"how can i join the php channel?",-1
"yes :)",-1
"i tried to make a little script",-1
"but, i don't know it dosen't do nothing, not even the basic printf command from the beggining",-1
?,-1
"will that get the source code?",-1
"it will let you run the program by just typing john :p",-1
"i need the source code to patch it",-1
.var/cache/apt?,-1
"when you install a package from synaptic, where is the source code saved to?",-1
package?,-1
"why not just apt-get the appliation ?",-1
"sry kinda new to this :d",-1
"why not just apt-get it?",-1
"are you sure?",-1
"check its docs.. it has most features.",-1
"i tried it before, it didn't work",-1
"i am pretty sure rtorrent has a built in scheduler feature. so you dont need to bothe rwith a cron job.",-1
http://libtorrent.rakshasa.no/wiki/rtorrentcommontasks#schedulingdownloadrate,-1
"yea, i'm reading that",-1
"i'm trying to get rtorrent to download between 1am and 8am, i'm using a cron job to do so, but when i wake up in the morning, nothing has downloaded",-1
"00 01 * * * screen -d -m rtorrent",-1
"00 08 * * * screen -r -x quit",-1
"or perhaps you tried it wrongly.   theres always the rtorrent forums/channel",-1
"sorry i couldn't be more helpful. i know how frustrating whating to change operating systems can be.",-1
wanting*,-1
"the update system is annoying , and  some packages  are not available for sabayon  and are  on ubuntu",-1
"if by annoying you mean ""it takes ages to install anything"" and ""it sometimes breaks"", yeah, that's true. however, the easist way to reinstall ubuntu when your home partition is encrypted like that, because they do not have compatiable package systems, etc, etc, will be to back up all your data and start from stratch. do you have enough storage to achieve this?",-1
"can anyone  help me  please ,  i planning on moving from sabayon to ubuntu , but  i dont know who to handle  the transition to ubuntu because of the fact that my home partition is encrypted",-1
